0.958375	-0.277220
1.372114	0.126258
1.339641	-0.591646
-0.185162	0.670211
0.754273	-0.302858
1.282825	0.594710
1.761960	-0.005278
0.564963	-0.966329
2.017662	0.104731
3.548958	0.549228
3.272787	-0.234517
1.607837	0.536121
1.227610	-0.158981
0.102356	0.356887
2.440115	0.642336
1.486593	0.305266
1.047988	-0.609196
2.349057	0.202410
2.059452	0.389440
1.276047	0.318666
0.723179	-0.248187
1.861689	0.768213
1.679001	0.548636
0.753180	-0.204092
2.084784	0.372710
1.570035	0.106058
1.536465	0.562264
1.950862	0.411480
1.970550	0.372213
1.553926	-0.175414
1.516025	-1.032050
1.029613	0.028811
2.135611	-0.711551
1.801773	0.180582
0.882991	0.387765
2.027454	-0.211245
1.791613	0.826692
1.327895	0.494690
1.123023	0.031569
1.691393	0.308449
0.789030	-0.364769
1.738066	-0.202808
2.452651	1.194635
2.333178	0.956301
1.569188	-0.508362
1.158789	-1.578721
0.336480	1.184811
2.312720	0.455841
2.207346	-0.021287
1.260502	-1.277133
2.859510	0.388705
1.132566	-0.248439
1.725685	0.595496
1.382761	-0.196168
1.528851	0.369681
2.405496	-0.047853
1.422784	0.191325
1.179354	1.271592
0.481238	0.069577
1.143726	0.538283
0.182263	0.033989
1.684569	-0.000451
0.749178	-0.937856
1.859223	0.323336
1.775513	0.013818
2.346272	0.320145
1.032758	0.019393
2.239273	-0.262411
1.376682	-0.032923
1.837572	0.379973
1.224555	0.012177
1.325418	-0.435038
-0.063210	0.644661
2.882558	-0.224777
1.131265	0.546148
1.877309	-0.299111
3.130497	0.782033
1.379833	0.599410
2.143644	0.048280
2.386155	-0.535976
-0.060982	-0.701472
1.868005	-0.460917
2.318333	-0.288290
1.579163	0.146623
1.942643	1.388450
1.031790	0.368252
2.650914	-0.156267
2.954005	0.081607
0.800651	-0.741706
1.336245	0.183374
-0.239887	-0.669623
2.414893	0.229218
0.729396	-0.178900
-0.050768	-0.483430
2.123626	-0.396542
1.037852	-0.013948
2.294709	1.134250
1.942944	0.159038
0.719856	-0.132997
1.555801	0.126466
1.518917	-0.662983
1.094240	-0.672453
1.686300	0.146694
1.296031	-0.211860
2.094438	1.214999
1.142799	0.160171
1.453573	0.831599
0.852262	0.872206
1.291345	-0.469914
3.137021	-0.021664
0.802055	-0.443337
1.895993	-0.287459
0.781825	1.453621
2.074079	0.446741
1.215954	0.586726
1.785478	0.055543
1.829100	-0.339912
1.174411	0.164911
2.295849	-0.280626
1.956403	-0.234114
0.922889	-0.517756
0.759180	0.162912
1.225802	-0.293305
1.795327	-0.834178
2.356618	0.275028
3.141898	-0.673250
0.749858	0.560198
1.334659	-0.016565
1.843062	-0.099242
1.837835	-0.818804
1.579340	-0.175078
0.894976	0.330347
0.809787	0.053061
1.129263	0.191529
3.441994	-0.180939
1.847426	-0.264352
2.112580	0.171927
3.194408	0.518858
1.152818	-0.353902
2.120121	0.238949
1.973040	-0.757588
2.350142	-0.228593
2.145568	0.172746
1.647179	-0.461356
1.869388	0.303531
2.165022	-0.158570
1.911841	0.477827
1.572607	-0.815977
1.713452	0.266233
0.797621	0.033280
0.771149	-0.313928
1.679988	0.432066
0.842968	0.336389
3.230879	-0.865178
0.925946	0.408085
2.291720	0.985836
1.669456	-0.365212
1.600455	-0.841227
1.806205	0.324679
2.001367	-0.477007
1.247688	-0.137670
2.324506	-0.851909
1.626833	-0.483131
1.833733	-0.168895
1.184026	-0.284265
0.918625	0.903246
1.045850	-0.114951
2.172230	0.853400
2.423522	0.132580
1.135410	-0.396843
2.371357	0.371090
2.022200	-0.037152
1.528921	0.155422
0.705763	-1.280572
1.213599	-0.314072
1.432374	0.305215
2.998382	0.776045
1.109212	-0.705776
1.391892	-1.480094
1.078843	0.469696
1.303859	-0.578555
0.794196	-0.316189
1.838265	-0.478896
2.218713	-0.055532
1.905096	-0.478893
1.567623	-0.297020
3.080673	-0.253234
2.177473	0.212040
1.217623	0.120081
1.483514	0.536214
2.090120	-0.460292
1.280683	-1.280360
1.210628	-0.305506
1.213911	-0.717196
2.117459	0.143362
0.780004	-0.306931
0.607695	-0.542116
1.891208	0.161065
2.215919	-0.681589
1.723788	-0.177464
0.902626	0.896403
1.932342	0.069873
1.695165	-0.110792
2.022225	-0.324168
0.832092	1.026640
2.907915	0.312130
1.530003	1.195745
1.649238	-1.197809
1.898572	0.148442
1.841789	-0.570848
1.794122	-0.477988
2.034920	-0.416258
1.811535	1.017395
1.100875	0.338222
0.978042	-0.544042
1.471264	-0.089015
1.242607	-0.365165
1.124919	0.090364
1.903303	-0.360266
1.212682	0.046885
3.260764	-0.277074
0.909037	0.652650
1.874052	0.229158
1.512257	0.074235
1.952759	0.055599
1.875551	-0.045396
0.396074	0.499035
2.813667	0.485993
1.245717	0.587006
0.812770	-0.975066
1.342238	-0.347109
2.929086	0.627551
2.593410	-0.861656
1.651773	1.181065
3.105613	-0.974922
1.732338	0.436321
1.536966	0.442454
2.215480	0.251792
3.124133	0.620634
1.727923	0.175573
1.705986	-0.017223
0.134907	-1.030790
2.791583	0.971798
2.315481	-0.211950
2.808873	0.507738
2.791157	-0.415986
2.206032	-1.068017
1.977484	0.224977
-0.354992	-0.049427
1.415401	-0.575916
0.962150	-0.106963
1.772999	-0.516526
1.328799	-0.014149
3.322422	0.181159
1.829763	1.160629
2.173061	-1.092540
1.939518	-0.581925
2.290990	0.422980
1.589213	0.029367
2.825315	-0.355605
1.684900	0.821870
0.934238	-0.497863
1.476680	0.013676
0.462732	-0.698727
1.350108	-0.485163
0.836366	-0.993898
1.026963	-0.377130
1.190340	0.265860
1.476921	0.856754
1.089991	-0.646172
1.210258	0.407683
1.552395	0.000932
1.825285	0.008389
2.124699	-0.202088
1.675291	0.175303
1.849552	0.522952
3.162078	-0.455899
-0.266503	-0.402726
2.651726	0.245807
2.238621	-0.633370
1.065047	-0.034755
1.880609	-0.629065
1.910921	-0.526291
1.299503	-0.337868
2.350431	0.061441
2.955507	0.047255
1.777633	-0.115190
1.501446	-0.283424
0.924985	0.678688
1.708249	0.176668
2.042664	-0.042143
1.482032	0.439392
1.292604	0.001944
1.118883	-0.277971
1.227217	-0.056141
1.547441	0.453840
2.341930	0.025308
-0.039317	-0.509572
0.860522	-0.512260
3.133867	-0.003791
0.308582	-0.475025
1.826886	-0.488682
1.264320	-0.000715
1.090737	0.467982
3.137483	0.161350
2.111044	0.092153
1.320673	-0.276961
1.941744	0.486028
0.937423	-1.520431
1.774284	-0.167761
1.409587	0.046775
2.560984	-0.674544
0.897119	0.280033
1.174969	-0.081307
1.711311	0.634682
2.060570	-0.386681
0.946446	0.425898
2.052392	0.256192
1.491229	0.537355
2.556956	0.511936
1.007246	0.308959
2.072605	1.085829
1.893634	0.010705
1.305460	-0.365263
1.778674	-0.214320
0.511973	-0.326792
1.541392	-0.532785
2.285157	0.422148
1.786118	-0.539295
1.198763	-0.100951
1.299455	0.350025
1.896859	0.103317
2.812811	0.518464
1.250134	0.240692
1.242876	-1.149454
1.377860	0.628776
1.551307	0.051848
3.093926	0.919297
1.992321	-0.268422
1.333094	1.034004
2.008095	-0.568623
-0.501614	-0.176037
0.718276	0.047493
1.633924	0.024741
1.568808	-0.809606
0.701016	-0.638093
1.837307	-0.624705
1.778242	0.342741
1.965987	-0.192607
1.285375	-0.416895
1.250318	-0.434043
1.043087	-0.907242
